floe_id,area_px,centroid_x,centroid_y,avg_temp,min_temp,max_temp,std_temp
166,51,132.0153090699018,344.8772385904102,-22.16419792175293,-22.96523094177246,-21.007802963256836,0.32769542932510376
167,69,380.23933090285226,327.9725498606048,-22.004989624023438,-22.618154525756836,-20.77899742126465,0.27504217624664307
168,0,620.9354838709677,300.9032258064516,-21.055936813354492,-21.466360092163086,-20.664709091186523,0.1967688649892807
169,1,558.3068181818181,303.78409090909093,-21.191442489624023,-21.5811824798584,-20.77899742126465,0.18969124555587769
170,12,191.33524684270952,316.81974741676237,-21.943689346313477,-22.38716697692871,-21.007802963256836,0.2899918854236603
171,11,62.32286432160804,322.33040201005025,-22.249706268310547,-23.313024520874023,-21.12233543395996,0.4194473326206207
172,1,124.7948717948718,307.5897435897436,-21.669740676879883,-22.0412654876709,-21.236928939819336,0.24820393323898315
173,6,9.61520737327189,321.36175115207374,-21.936389923095703,-22.38716697692871,-21.236928939819336,0.2502914071083069
174,4,226.30985915492957,317.9612676056338,-21.793500900268555,-22.38716697692871,-21.12233543395996,0.2927413582801819
175,32,618.2744739249771,341.8028362305581,-21.66385841369629,-22.156484603881836,-20.55048179626465,0.2704961895942688
176,12,566.3182359952324,325.8045292014303,-21.64759635925293,-22.156484603881836,-20.77899742126465,0.30802613496780396
177,0,325.3728813559322,327.79661016949154,-21.33419418334961,-21.811071395874023,-21.007802963256836,0.1752103716135025
178,0,37.09090909090909,328.0,-21.513450622558594,-22.0412654876709,-21.236928939819336,0.2096986472606659
179,4,488.1831501831502,334.64468864468864,-21.436805725097656,-22.0412654876709,-20.77899742126465,0.3224235773086548
180,5,510.65135135135137,342.7918918918919,-21.221609115600586,-22.0412654876709,-20.664709091186523,0.2437036633491516
181,1,538.1804511278195,345.1203007518797,-21.05866050720215,-21.351598739624023,-20.77899742126465,0.1420910805463791
182,12,20.12,359.8765714285714,-22.019947052001953,-22.7337703704834,-21.12233543395996,0.2988825738430023
183,2,51.86092715231788,352.2119205298013,-21.844806671142578,-22.38716697692871,-21.236928939819336,0.27275168895721436
184,2,307.7340425531915,357.6223404255319,-21.596670150756836,-22.156484603881836,-21.007802963256836,0.27171123027801514
185,0,468.2352941176471,350.5882352941176,-21.095470428466797,-21.466360092163086,-20.77899742126465,0.17798565328121185
186,4,570.8481848184819,359.1122112211221,-21.444974899291992,-22.0412654876709,-20.664709091186523,0.27120837569236755
187,8,433.4736842105263,365.47028862478777,-21.87433624267578,-22.7337703704834,-20.77899742126465,0.35710427165031433
188,54,507.6565821749796,390.79503952030524,-21.866228103637695,-22.38716697692871,-20.664709091186523,0.2762381434440613
189,10,201.27762430939225,370.10497237569064,-21.918664932250977,-22.618154525756836,-21.007802963256836,0.33271774649620056
190,2,67.70879120879121,361.15384615384613,-21.61861228942871,-22.156484603881836,-21.007802963256836,0.25580576062202454
191,0,94.14634146341463,358.0487804878049,-21.570138931274414,-21.926137924194336,-21.236928939819336,0.23498889803886414
192,3,462.2731707317073,365.9609756097561,-21.13971519470215,-21.466360092163086,-20.664709091186523,0.1453932374715805
193,47,379.8538195535995,386.19679346117573,-22.00109100341797,-22.7337703704834,-20.77899742126465,0.27606794238090515
194,3,100.30243902439024,371.06341463414634,-21.915740966796875,-22.618154525756836,-21.236928939819336,0.3090212047100067
195,0,336.9111111111111,372.1111111111111,-21.379762649536133,-21.926137924194336,-21.007802963256836,0.19826529920101166
196,1,475.90909090909093,374.02272727272725,-21.110671997070312,-21.466360092163086,-20.77899742126465,0.14452563226222992
197,2,590.7638888888889,377.3541666666667,-21.37248992919922,-21.926137924194336,-20.664709091186523,0.2462185025215149
198,7,628.4959183673469,380.3612244897959,-21.488357543945312,-22.0412654876709,-20.77899742126465,0.2724837064743042
199,39,238.32804232804233,407.56727135298564,-22.06784439086914,-22.7337703704834,-21.007802963256836,0.2836439907550812
200,3,156.58649789029536,383.7257383966245,-21.930400848388672,-22.7337703704834,-21.007802963256836,0.3616311848163605
201,1,117.34117647058824,382.83529411764704,-21.856008529663086,-22.38716697692871,-21.236928939819336,0.30917829275131226
202,57,22.079864724245578,424.036680541103,-22.183570861816406,-22.849462509155273,-21.007802963256836,0.26924553513526917
203,52,79.20448807854137,426.11304347826086,-22.124338150024414,-22.7337703704834,-21.007802963256836,0.2851065993309021
204,12,188.5768348623853,401.72591743119267,-22.24178123474121,-22.96523094177246,-21.007802963256836,0.4299219250679016
205,6,327.1463414634146,396.3658536585366,-21.86241340637207,-22.618154525756836,-20.77899742126465,0.33448198437690735
206,0,128.69642857142858,391.4642857142857,-21.556732177734375,-22.156484603881836,-21.236928939819336,0.236570343375206
207,10,595.2618705035972,403.36978417266187,-21.638376235961914,-22.38716697692871,-20.77899742126465,0.3364414572715759
208,0,303.3720930232558,396.5581395348837,-21.26363754272461,-21.5811824798584,-21.007802963256836,0.12809854745864868
209,5,441.46153846153845,406.44444444444446,-21.148820877075195,-21.466360092163086,-20.77899742126465,0.13594157993793488
210,1,461.2692307692308,402.0076923076923,-21.16560173034668,-21.811071395874023,-20.77899742126465,0.17312075197696686
211,66,149.24528725314184,441.6927737881508,-22.14127540588379,-22.7337703704834,-21.007802963256836,0.2776455283164978
212,46,547.4580665813061,436.550576184379,-21.816810607910156,-22.38716697692871,-20.77899742126465,0.2747963070869446
213,40,287.7690336749634,442.14019033674964,-22.014463424682617,-22.618154525756836,-21.007802963256836,0.2954147756099701
214,17,270.2345890410959,499.1789383561644,-22.06261444091797,-22.7337703704834,-21.007802963256836,0.2865007519721985
